,age,age_num,marital status,workinghours,workinghours_num,education,education_num,workclass,occupation,race,sex,income
12809,60-69,6,Widowed,40-49,3,"Started College, No Diploma",6,private,Finance/Accounting,White alone,Male,high
20306,30-39,3,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,"Science, Engineering, Technology",White alone,Male,high
9215,Younger than 25,1,Never married,40-49,3,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Male,low
10276,60-69,6,Separated,More than 50,4,High School or GED Diploma,5,private,Transport,White alone,Male,high
20988,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Female,low
3885,40-49,4,Separated,20-39,2,High School or GED Diploma,5,private,Transport,White alone,Female,low
18639,50-59,5,Never married,40-49,3,Middle School,3,self employed,Repair/Maintenance,White alone,Male,low
19707,40-49,4,Married,40-49,3,Middle School,3,private,Production/Assembly,White alone,Male,low
11831,60-69,6,Separated,40-49,3,Associate Degree,7,private,"Science, Engineering, Technology",White alone,Female,low
4600,40-49,4,Separated,More than 50,4,Doctorate Degree,10,governmental,Education,White alone,Male,high
8844,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Transport,White alone,Female,low
16148,50-59,5,Married,20-39,2,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,low
3279,30-39,3,Married,40-49,3,Associate Degree,7,governmental,Office/Administrative Support,White alone,Female,low
20480,60-69,6,Never married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,Black or African American alone,Male,high
20020,Younger than 25,1,Never married,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,Black or African American alone,Female,low
18478,50-59,5,Married,40-49,3,High School or GED Diploma,5,governmental,Production/Assembly,White alone,Male,high
12280,60-69,6,Married,20-39,2,"Started College, No Diploma",6,self employed,Office/Administrative Support,White alone,Male,high
8948,40-49,4,Separated,40-49,3,"Started High School, No Diploma",4,private,Production/Assembly,White alone,Female,low
7534,50-59,5,Married,40-49,3,Associate Degree,7,private,Construction/Extraction,White alone,Male,low
4471,30-39,3,Married,40-49,3,Doctorate Degree,10,self employed,Healthcare/Medical Services,White alone,Female,high
4372,40-49,4,Married,More than 50,4,"Started High School, No Diploma",4,private,Repair/Maintenance,White alone,Male,high
20655,30-39,3,Married,40-49,3,High School or GED Diploma,5,governmental,Production/Assembly,White alone,Male,low
6729,25-29,2,Married,40-49,3,"Started College, No Diploma",6,governmental,Healthcare/Medical Services,Black or African American alone,Female,low
14844,Older than 70,7,Widowed,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Female,high
21040,30-39,3,Married,More than 50,4,High School or GED Diploma,5,private,Transport,White alone,Male,high
15135,50-59,5,Married,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,low
14084,50-59,5,Married,More than 50,4,Bachelor Degree,8,private,Management/Business,White alone,Female,high
15774,Younger than 25,1,Never married,20-39,2,Associate Degree,7,private,Sales,Black or African American alone,Female,low
13902,40-49,4,Separated,More than 50,4,Doctorate Degree,10,private,Healthcare/Medical Services,White alone,Female,high
7639,Younger than 25,1,Never married,40-49,3,"Started College, No Diploma",6,private,"Farming, Fishing, Forestry",White alone,Male,high
5068,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,"Science, Engineering, Technology",White alone,Male,high
9684,40-49,4,Married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,low
16188,40-49,4,Married,More than 50,4,Bachelor Degree,8,private,Production/Assembly,Black or African American alone,Male,high
7419,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Sales,Other,Female,low
19390,40-49,4,Never married,More than 50,4,"Started College, No Diploma",6,private,"Science, Engineering, Technology",White alone,Male,high
1207,50-59,5,Married,20-39,2,High School or GED Diploma,5,private,Transport,White alone,Male,low
12738,40-49,4,Separated,More than 50,4,"Started College, No Diploma",6,private,Transport,White alone,Male,high
5092,60-69,6,Married,More than 50,4,Bachelor Degree,8,private,Sales,White alone,Female,high
21948,50-59,5,Married,40-49,3,Associate Degree,7,private,Office/Administrative Support,White alone,Female,low
8970,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Healthcare/Medical Services,White alone,Female,low
13151,30-39,3,Married,More than 50,4,High School or GED Diploma,5,private,Management/Business,White alone,Male,high
1628,60-69,6,Married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,high
9049,30-39,3,Married,More than 50,4,Doctorate Degree,10,private,Management/Business,White alone,Male,high
16141,40-49,4,Married,40-49,3,Bachelor Degree,8,private,Office/Administrative Support,White alone,Female,high
20884,50-59,5,Married,40-49,3,Bachelor Degree,8,private,Sales,White alone,Male,high
1195,25-29,2,Married,More than 50,4,"Started High School, No Diploma",4,self employed,Construction/Extraction,White alone,Male,low
9266,40-49,4,Married,40-49,3,Bachelor Degree,8,governmental,Education,White alone,Female,low
8897,30-39,3,Married,More than 50,4,"Started College, No Diploma",6,governmental,Transport,White alone,Male,high
20807,Older than 70,7,Separated,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,Black or African American alone,Male,high
16440,40-49,4,Separated,40-49,3,"Started High School, No Diploma",4,private,Transport,White alone,Female,low
1706,50-59,5,Separated,40-49,3,Bachelor Degree,8,private,Office/Administrative Support,White alone,Female,low
15758,25-29,2,Never married,40-49,3,Bachelor Degree,8,private,Service/Hospitality,White alone,Female,low
458,Younger than 25,1,Never married,40-49,3,"Started High School, No Diploma",4,private,Production/Assembly,White alone,Female,low
15755,50-59,5,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,self employed,Management/Business,White alone,Male,high
13879,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,Construction/Extraction,White alone,Male,low
16818,40-49,4,Never married,20-39,2,High School or GED Diploma,5,private,Transport,Black or African American alone,Male,low
15868,60-69,6,Married,More than 50,4,Bachelor Degree,8,governmental,"Science, Engineering, Technology",White alone,Male,high
17124,Younger than 25,1,Never married,40-49,3,"Started High School, No Diploma",4,private,Sales,White alone,Female,low
13222,50-59,5,Married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,high
9,Younger than 25,1,Never married,Less than 20,1,"Started College, No Diploma",6,self employed,Service/Hospitality,White alone,Female,low
1063,50-59,5,Married,Less than 20,1,Associate Degree,7,governmental,Transport,White alone,Female,low
11044,40-49,4,Separated,40-49,3,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,low
20034,40-49,4,Married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Male,high
19090,50-59,5,Never married,40-49,3,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Male,low
8441,50-59,5,Married,More than 50,4,Bachelor Degree,8,governmental,Management/Business,White alone,Female,low
4091,Older than 70,7,Separated,Less than 20,1,Master or other Degree Beyond Bachelor,9,governmental,Counseling/Mental Health Services,Black or African American alone,Female,high
18167,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,high
2549,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Sales,White alone,Male,low
13107,40-49,4,Married,40-49,3,"Started High School, No Diploma",4,private,Production/Assembly,Black or African American alone,Male,low
17750,Younger than 25,1,Never married,40-49,3,Bachelor Degree,8,governmental,Counseling/Mental Health Services,Black or African American alone,Female,low
18545,40-49,4,Married,40-49,3,Bachelor Degree,8,governmental,Finance/Accounting,Black or African American alone,Female,low
4858,30-39,3,Married,40-49,3,Bachelor Degree,8,private,Repair/Maintenance,White alone,Male,low
19684,30-39,3,Never married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Female,low
6909,50-59,5,Married,40-49,3,Associate Degree,7,private,Management/Business,White alone,Female,low
11930,30-39,3,Married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
6676,50-59,5,Married,More than 50,4,Doctorate Degree,10,governmental,Management/Business,White alone,Male,high
8374,50-59,5,Married,20-39,2,High School or GED Diploma,5,private,Transport,White alone,Male,low
16785,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Female,low
9878,30-39,3,Married,40-49,3,Bachelor Degree,8,private,Transport,White alone,Male,high
1328,25-29,2,Married,More than 50,4,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Female,low
12477,25-29,2,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,Black or African American alone,Female,low
9148,30-39,3,Separated,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Male,low
10006,Younger than 25,1,Never married,Less than 20,1,"Started High School, No Diploma",4,private,Service/Hospitality,White alone,Female,low
13630,30-39,3,Never married,40-49,3,"Started High School, No Diploma",4,private,Service/Hospitality,White alone,Female,low
16224,60-69,6,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Female,low
12734,25-29,2,Never married,40-49,3,"Started College, No Diploma",6,governmental,Service/Hospitality,White alone,Male,low
18441,40-49,4,Separated,40-49,3,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,low
22253,25-29,2,Separated,20-39,2,"Started High School, No Diploma",4,private,Service/Hospitality,White alone,Female,low
13031,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,high
18314,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Female,low
16589,Older than 70,7,Married,40-49,3,Doctorate Degree,10,governmental,Healthcare/Medical Services,White alone,Male,high
14524,40-49,4,Widowed,40-49,3,Associate Degree,7,private,Office/Administrative Support,Black or African American alone,Female,low
20653,50-59,5,Separated,20-39,2,"Started College, No Diploma",6,private,"Farming, Fishing, Forestry",White alone,Female,low
18702,30-39,3,Never married,40-49,3,Associate Degree,7,private,Office/Administrative Support,Black or African American alone,Female,low
11378,50-59,5,Separated,More than 50,4,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,high
945,Younger than 25,1,Never married,Less than 20,1,"Started College, No Diploma",6,private,Education,White alone,Female,low
19803,60-69,6,Separated,20-39,2,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Male,low
17106,40-49,4,Separated,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,high
22189,Older than 70,7,Married,40-49,3,"Started College, No Diploma",6,governmental,Service/Hospitality,White alone,Male,low
16273,50-59,5,Married,40-49,3,Associate Degree,7,private,Construction/Extraction,White alone,Male,low
7215,30-39,3,Married,40-49,3,Associate Degree,7,private,Production/Assembly,White alone,Female,low
5874,25-29,2,Married,More than 50,4,Doctorate Degree,10,private,Healthcare/Medical Services,White alone,Female,high
13703,60-69,6,Married,40-49,3,Bachelor Degree,8,private,Sales,White alone,Male,high
7860,50-59,5,Married,20-39,2,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,low
22173,25-29,2,Married,20-39,2,Bachelor Degree,8,private,Counseling/Mental Health Services,White alone,Female,low
1234,50-59,5,Married,More than 50,4,High School or GED Diploma,5,private,Transport,White alone,Female,low
7641,30-39,3,Married,40-49,3,"Started College, No Diploma",6,governmental,"Science, Engineering, Technology",Black or African American alone,Male,high
444,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
20755,30-39,3,Never married,20-39,2,High School or GED Diploma,5,private,Transport,Black or African American alone,Male,low
10700,60-69,6,Separated,20-39,2,No Elementary School,1,private,Office/Administrative Support,White alone,Male,low
